Position_X,Position_Y,Position_Z,Length,SideLeft,SideRight,Radius,Speed,Brake,Camber,Direction,Grade,Normal_X,Normal_Y,Normal_Z,Forward_X,Forward_Y,Forward_Z,Tag,LagG_Obsolete
278.622161865234,191.004867553711,216.180953979492,0,1.72692131996155,11.3324375152588,11104.134765625,58.2555847167969,0,0.000567118171602488,1,-0.00549764232710004,-0.00642585474997759,0.999979257583618,0.000551676319446415,-0.999974370002747,-0.0054975594393909,0.0045989197678864,0,-0.226869106292725
276.88623046875,190.995193481445,216.189208984375,1.73612940311432,1.72027683258057,11.3360662460327,11052.5537109375,58.3693428039551,0,-0.000300089479424059,1,-0.00557277956977487,-0.00687539344653487,0.999976277351379,-0.00039333789027296,-0.999973118305206,-0.00557269249111414,0.00475524738430977,0,-0.238078355789185
275.158935546875,190.985443115234,216.197692871094,3.463627576828,1.71044600009918,11.3385305404663,23408.111328125,58.4831008911133,0,0.000165303514222614,1,-0.00564480805769563,-0.00436529098078609,0.999990403652191,0.000531824247445911,-0.999971985816956,-0.00564471818506718,0.00491152331233025,0,-0.249287620186806
273.450805664063,190.975738525391,216.206207275391,5.17193078994751,1.70224738121033,11.3415956497192,224988.859375,58.5968589782715,0,-0.00103251088876277,-1,-0.00568134151399136,-0.00648968620225787,0.999977946281433,0.00146807893179357,-0.999971508979797,-0.00568125024437904,0.00498449290171266,0,-0.260496884584427
271.767700195313,190.966079711914,216.214584350586,6.85521030426025,1.6927787065506,11.3433647155762,12403.451171875,58.7106170654297,0,-0.0001068115234375,-1,-0.0057386145927012,-0.00573057262226939,0.999983549118042,-0.000285106681985781,-0.999971151351929,-0.00573852052912116,0.0049770106561482,0,-0.271706104278564
270.110626220703,190.956497192383,216.222610473633,8.51248168945313,1.6808146238327,11.3450355529785,6322.48388671875,58.8243713378906,0,-0.000129699692479335,-1,-0.00578272761777043,-0.00620175432413816,0.999980568885803,0.000673513975925744,-0.999971568584442,-0.00578263076022267,0.00484341382980347,0,-0.282915383577347
268.476623535156,190.946990966797,216.230102539063,10.146689414978,1.67121493816376,11.3458108901978,3752.27685546875,58.9381294250488,0,0.000556945742573589,-1,-0.00581769272685051,-0.00543293775990605,0.999984979629517,-0.000751431274693459,-0.999972641468048,-0.00581759447231889,0.00458497414365411,0,-0.294124662876129
266.860534667969,190.937469482422,216.23681640625,11.7629566192627,1.66071915626526,11.3444395065308,2528.05151367188,59.051887512207,0,0.000485738069983199,-1,-0.00589163275435567,-0.00578589038923383,0.999983310699463,-0.000167123274877667,-0.999974012374878,-0.00589153077453375,0.00415428448468447,0,-0.305333912372589
265.256591796875,190.928070068359,216.242462158203,13.3670711517334,1.64822494983673,11.3422060012817,2105.20703125,59.165641784668,0,0.000373840273823589,-1,-0.0058601563796401,-0.0060017486102879,0.999981999397278,0.000259420194197446,-0.999976634979248,-0.00586005533114076,0.00351983867585659,0,-0.316543161869049
263.659606933594,190.918609619141,216.246871948242,14.9642629623413,1.63933980464935,11.3380794525146,1821.27380371094,59.2793998718262,0,0.00025431314134039,-1,-0.00592392170801759,-0.00557407317683101,0.999984383583069,-0.000413993431720883,-0.99997866153717,-0.00592381786555052,0.00276126340031624,0,-0.327752411365509
